entity:ID,name
entity_1262,the construction
entity_1263,study
entity_1264,cross-platform native Apps
entity_1265,Xamarin Test Cloud
entity_1266,Xamarin
entity_1267,an engineering office
entity_1268,San Francisco
entity_1269,a new licensing scheme
entity_1270,including Xamarin
entity_1271,Microsoft's Build 2016 developer conference
entity_1272,the Xamarin Platform
entity_1273,in
entity_1274,Android platforms
entity_1275,The Xamarin Platform
entity_1276,Xamarin.iOS
entity_1277,build host
entity_1278,the connection
entity_1279,JPA
entity_1280,the standard industry approach
entity_1281,several improvements
entity_1282,purpose OS
entity_1283,the late 1960s
entity_1284,Bell Labs
entity_1285,Unix
entity_1286,problems
entity_1287,house operating system
entity_1288,the 1980s
entity_1289,the free Unix clone Linux
entity_1290,the 1990s
entity_1291,the Unix
entity_1292,the trademark
entity_1293,server platforms
entity_1294,Mac OS X.
entity_1295,the standardized X Window System
entity_1296,The various Unix implementation
entity_1297,a standard
entity_1298,exceptional documentation
entity_1299,a friendly community
entity_1300,Jobs
entity_1301,like scheduling
entity_1302,multiple machines
entity_1303,cross-platform software
entity_1304,Jenkins
entity_1305,a new build slave
entity_1306,accessible machine
entity_1307,a long list
entity_1308,different source control systems
entity_1309,Asynchronous programming models
entity_1310,software composition
entity_1311,Fragments
entity_1312,reusable behaviors
entity_1313,portions
entity_1314,an Android app
entity_1315,A Fragment
entity_1316,a behavior
entity_1317,a portion
entity_1318,The ApiDemos sample application present
entity_1319,runnable fragment examples
entity_1320,source code
entity_1321,GitHub
entity_1322,revision control
entity_1323,source code management
entity_1324,graphical interface
entity_1325,desktop
entity_1326,access control
entity_1327,several features
entity_1328,collaboration
entity_1329,plans
entity_1330,free accounts
entity_1331,source software projects
entity_1332,100 million repositories
entity_1333,40 million users
entity_1334,depth detail
entity_1335,generics
entity_1336,c++ templates
entity_1337,Selenium WebDriver
entity_1338,the WebDriver API
entity_1339,controlling browsers
entity_1340,user interaction
entity_1341,direct JavaScript interaction
entity_1342,Selenium WebDriver availability
entity_1343,Selenium WebDriver support
entity_1344,file system
entity_1345,a resource manager
entity_1346,Hadoop
entity_1347,the software
entity_1348,one Name Node
entity_1349,the requests
entity_1350,some Data Nodes
entity_1351,lots
entity_1352,the processing work
entity_1353,some processing
entity_1354,other filesystems
entity_1355,a standalone resource manager
entity_1356,A session
entity_1357,the communication
